CareerField,CareerLevel,EducationLevel,MonthlyIncome
Technology,Entry,Associate Degree,4621
Agriculture,Entry,Associate Degree,5695
Forestry,Senior,Master's Degree,7876
Media,Senior,High School,4367
Defense,Entry,Master's Degree,6727
Defense,Mid,Bachelor's Degree,6067
Legal,Senior,Bachelor's Degree,7410
Defense,Entry,High School,3341
Mining,Mid,High School,4064
Technology,Senior,Bachelor's Degree,7552
Legal,Senior,Associate Degree,4716
Logistics,Mid,Master's Degree,9411
Legal,Entry,High School,4411
Technology,Entry,Master's Degree,9223
Energy,Entry,Associate Degree,5346
Technology,Entry,Master's Degree,7940
Media,Entry,Associate Degree,4056
Transportation,Mid,Associate Degree,4739
Fishing,Entry,High School,3526
Fishing,Entry,Associate Degree,4424
Construction,Entry,Master's Degree,7327
Fishing,Senior,Bachelor's Degree,5428
Construction,Mid,Bachelor's Degree,5362
Manufacturing,Senior,Bachelor's Degree,6198
Fishing,Entry,Bachelor's Degree,6700
Engineering,Mid,High School,3572
Defense,Mid,High School,4392
Transportation,Mid,Associate Degree,5099
Construction,Entry,Bachelor's Degree,5640
Logistics,Mid,Bachelor's Degree,7746
Logistics,Mid,Associate Degree,5632
Logistics,Entry,High School,3732
Media,Senior,Associate Degree,5132
Mining,Entry,PhD,10463
Engineering,Mid,High School,3296
Retail,Senior,High School,4631
Media,Entry,Bachelor's Degree,7914
Agriculture,Mid,Bachelor's Degree,5977
Retail,Mid,Bachelor's Degree,5383
Construction,Mid,PhD,9014
Manufacturing,Mid,High School,4523
Government,Entry,PhD,9595
Legal,Mid,Associate Degree,5639
Healthcare,Mid,Associate Degree,4917
Construction,Entry,High School,4767
Manufacturing,Entry,Associate Degree,4482
Defense,Entry,Associate Degree,4175
Real Estate,Entry,Master's Degree,8046
Real Estate,Mid,Associate Degree,5557
Legal,Entry,Master's Degree,7616
Finance,Senior,Bachelor's Degree,6900
Legal,Entry,Bachelor's Degree,6848
Finance,Mid,Associate Degree,5068
Government,Mid,Bachelor's Degree,5962
Construction,Entry,Master's Degree,6692
Education,Entry,PhD,11608
Fishing,Entry,Bachelor's Degree,7724
Construction,Entry,Master's Degree,8067
Government,Senior,Associate Degree,4436
Media,Senior,Bachelor's Degree,6756
Mining,Mid,Master's Degree,7605
Engineering,Mid,Master's Degree,8109
Engineering,Entry,Bachelor's Degree,7145
Fishing,Entry,Bachelor's Degree,7227
Technology,Senior,Bachelor's Degree,5674
Technology,Senior,Master's Degree,8168
Energy,Senior,Master's Degree,6853
Forestry,Mid,Master's Degree,6470
Energy,Senior,Associate Degree,5532
Media,Entry,High School,4476
Transportation,Entry,High School,3485
Legal,Entry,Bachelor's Degree,6001
Agriculture,Entry,Master's Degree,6918
Agriculture,Mid,High School,3678
Retail,Mid,Master's Degree,7641
Engineering,Mid,Associate Degree,5473
Technology,Mid,PhD,10098
Education,Senior,Bachelor's Degree,7773
Fishing,Mid,High School,3914
Engineering,Entry,Associate Degree,4485
Legal,Entry,Associate Degree,5698
Defense,Senior,Associate Degree,4795
Real Estate,Entry,Bachelor's Degree,6071
Finance,Senior,Bachelor's Degree,6101
Logistics,Mid,Associate Degree,5160
Education,Mid,Associate Degree,4938
Logistics,Entry,Associate Degree,5144
Education,Mid,Bachelor's Degree,5638
Finance,Entry,Master's Degree,7521
Real Estate,Entry,Master's Degree,8274
Media,Entry,Master's Degree,9567
Finance,Entry,Associate Degree,3923
Media,Senior,Master's Degree,6979
Legal,Mid,Bachelor's Degree,7525
Government,Mid,Associate Degree,4788
Education,Entry,High School,3592
Media,Entry,Associate Degree,4070
Manufacturing,Entry,Bachelor's Degree,7315
Government,Entry,High School,3925
Finance,Entry,Associate Degree,4829
Transportation,Mid,High School,4567
Finance,Mid,Master's Degree,8254
Education,Mid,High School,4496
Energy,Entry,High School,3281
Mining,Mid,High School,3626
Defense,Mid,High School,4250
Healthcare,Mid,Associate Degree,5211
Retail,Entry,High School,4163
Legal,Senior,Bachelor's Degree,5660
Agriculture,Entry,Bachelor's Degree,6619
Government,Entry,High School,4666
Media,Senior,Bachelor's Degree,7151
Logistics,Senior,Associate Degree,5519
Retail,Senior,Master's Degree,8642
Defense,Entry,Bachelor's Degree,6643
Mining,Senior,PhD,10501
Construction,Entry,High School,4463
Agriculture,Entry,Bachelor's Degree,5651
Legal,Entry,Associate Degree,4365
Agriculture,Mid,Master's Degree,8402
Agriculture,Entry,Master's Degree,7671
Finance,Entry,High School,3975
Government,Entry,High School,3658
Legal,Mid,Bachelor's Degree,6358
Agriculture,Mid,High School,3458
Logistics,Mid,Associate Degree,5629
Agriculture,Entry,Bachelor's Degree,7103
Healthcare,Entry,High School,3789
Education,Senior,Associate Degree,4621
Engineering,Entry,Master's Degree,9528
Technology,Entry,Associate Degree,4921
Logistics,Entry,Associate Degree,4355
Agriculture,Entry,Associate Degree,4106
Fishing,Mid,PhD,10576
Education,Entry,Associate Degree,3841
Forestry,Mid,Master's Degree,6761
Energy,Senior,Bachelor's Degree,7931
Logistics,Senior,Associate Degree,4648
Healthcare,Mid,Associate Degree,5316
Construction,Entry,High School,3301
Media,Mid,Associate Degree,4741
Media,Entry,Bachelor's Degree,6870
Fishing,Senior,High School,4132
Mining,Entry,Bachelor's Degree,6090
Education,Senior,Associate Degree,5048
Construction,Senior,Bachelor's Degree,6778
Mining,Mid,Master's Degree,8254
Finance,Mid,High School,3362
Finance,Mid,Associate Degree,4234
Education,Mid,Associate Degree,4628
Mining,Mid,Bachelor's Degree,5487
Forestry,Entry,High School,3768
Education,Entry,Master's Degree,8204
Engineering,Mid,Master's Degree,7897
Manufacturing,Entry,High School,3272
Legal,Senior,Associate Degree,4108
Technology,Mid,Master's Degree,8291
Manufacturing,Mid,Associate Degree,5242
Real Estate,Entry,Associate Degree,4779
Construction,Mid,High School,4826
Education,Senior,Bachelor's Degree,6034
Defense,Mid,Associate Degree,5021
Agriculture,Entry,Bachelor's Degree,6994
Government,Mid,Master's Degree,9027
Media,Mid,Bachelor's Degree,7885
Education,Entry,High School,4444
Fishing,Entry,High School,3706
Retail,Mid,Associate Degree,4667
Media,Entry,Associate Degree,4897
Construction,Senior,Bachelor's Degree,7110
Finance,Entry,Associate Degree,4416
Forestry,Mid,High School,4035
Retail,Senior,Associate Degree,4494
Legal,Mid,Associate Degree,4384
Healthcare,Entry,High School,3342
Construction,Entry,Bachelor's Degree,7124
Retail,Entry,Master's Degree,7624
Engineering,Mid,Master's Degree,9022
Agriculture,Senior,Associate Degree,3817
Government,Entry,Associate Degree,5575
Government,Entry,Bachelor's Degree,6474
Transportation,Mid,Bachelor's Degree,5370
Forestry,Entry,Bachelor's Degree,7675
Energy,Mid,Bachelor's Degree,5778
Defense,Senior,High School,4043
Retail,Entry,Associate Degree,4581
Government,Senior,Bachelor's Degree,6898
Media,Entry,Bachelor's Degree,6377
Mining,Mid,Bachelor's Degree,6989
Transportation,Senior,Associate Degree,5528
Logistics,Entry,Master's Degree,9202
Construction,Mid,Master's Degree,7754
Logistics,Entry,Master's Degree,9114
Technology,Mid,High School,4357
Logistics,Entry,PhD,10272
Construction,Senior,High School,3905
Technology,Entry,Bachelor's Degree,7659
Engineering,Mid,Master's Degree,6860
Mining,Entry,Master's Degree,8341
Technology,Entry,High School,4570
Manufacturing,Senior,Master's Degree,8937
Agriculture,Entry,Associate Degree,5262
Mining,Senior,Associate Degree,4072
Retail,Entry,High School,4476
Healthcare,Senior,Master's Degree,7814
Agriculture,Senior,High School,3255
Energy,Senior,Bachelor's Degree,7257
Energy,Entry,High School,3236
Transportation,Mid,Associate Degree,5069
Real Estate,Senior,Bachelor's Degree,7890
Construction,Senior,Master's Degree,7622
Defense,Mid,Associate Degree,5329
Forestry,Mid,Associate Degree,4803
Construction,Entry,Master's Degree,8171
Technology,Mid,Master's Degree,7396
Transportation,Entry,Associate Degree,4851
Energy,Mid,Associate Degree,4515
Manufacturing,Mid,Associate Degree,5464
Mining,Mid,Bachelor's Degree,7263
Fishing,Mid,Master's Degree,7624
Government,Senior,Master's Degree,7489
Construction,Senior,Bachelor's Degree,6358
Energy,Mid,Bachelor's Degree,6360
Education,Entry,Bachelor's Degree,7200
Defense,Entry,Associate Degree,5118
Education,Entry,Bachelor's Degree,7422
Finance,Mid,Associate Degree,5265
Finance,Mid,Bachelor's Degree,7705
Media,Entry,Bachelor's Degree,7894
Retail,Mid,Bachelor's Degree,7464
Agriculture,Mid,Bachelor's Degree,6694
Manufacturing,Entry,Bachelor's Degree,6159
Transportation,Senior,Master's Degree,9302
Government,Entry,Bachelor's Degree,7862
Energy,Mid,Master's Degree,8651
Healthcare,Senior,Bachelor's Degree,5503
Agriculture,Senior,Bachelor's Degree,6984
Defense,Entry,Master's Degree,6410
Logistics,Mid,Bachelor's Degree,5560
Real Estate,Entry,High School,3586
Healthcare,Mid,Master's Degree,8318
Manufacturing,Entry,Associate Degree,5492
Media,Mid,Bachelor's Degree,7842
Logistics,Mid,Master's Degree,8695
Government,Mid,Bachelor's Degree,5866
Real Estate,Entry,High School,4210
Legal,Mid,Master's Degree,7867
Mining,Mid,Associate Degree,4263
Fishing,Mid,Bachelor's Degree,7923
Technology,Mid,Associate Degree,4218
Technology,Entry,Associate Degree,4961
Engineering,Senior,Associate Degree,3928
Energy,Mid,High School,3448
Fishing,Mid,Bachelor's Degree,6834
Real Estate,Senior,Master's Degree,9243
Finance,Mid,Associate Degree,5051
Government,Mid,Bachelor's Degree,5523
Education,Mid,Master's Degree,8202
Real Estate,Entry,PhD,8742
Forestry,Senior,Associate Degree,5577
Education,Senior,Associate Degree,4476
Defense,Mid,High School,4376
Legal,Mid,Bachelor's Degree,6872
Retail,Senior,Master's Degree,7677
Fishing,Entry,Associate Degree,4824
Education,Mid,Master's Degree,7404
Healthcare,Entry,Bachelor's Degree,7103
Forestry,Senior,Bachelor's Degree,5594
Mining,Entry,Associate Degree,4239
Retail,Entry,Bachelor's Degree,6318
Construction,Senior,Associate Degree,3878
Media,Entry,Associate Degree,5432
Mining,Senior,Associate Degree,4579
Legal,Entry,Master's Degree,9011
Legal,Entry,Bachelor's Degree,6007
Logistics,Entry,High School,4320
Energy,Mid,Bachelor's Degree,7833
Construction,Senior,Master's Degree,7115
Fishing,Mid,Bachelor's Degree,5729
Finance,Entry,Master's Degree,8189
Fishing,Mid,Bachelor's Degree,6396
Energy,Mid,Bachelor's Degree,8000
Defense,Entry,PhD,9700
Government,Mid,Master's Degree,6885
Finance,Entry,Master's Degree,6414
Mining,Entry,High School,4511
Media,Mid,High School,4101
Retail,Mid,High School,4383
Finance,Entry,Bachelor's Degree,6620
Engineering,Entry,PhD,11754
Government,Entry,Associate Degree,3902
Fishing,Mid,Associate Degree,5697
Forestry,Entry,High School,4205
Real Estate,Mid,Bachelor's Degree,6826
Mining,Senior,High School,3274
Media,Mid,Bachelor's Degree,5444
Logistics,Entry,Bachelor's Degree,6018
Real Estate,Entry,Associate Degree,4962
Legal,Entry,Master's Degree,6865
Forestry,Entry,PhD,10598
Construction,Entry,Bachelor's Degree,6453
Mining,Mid,Master's Degree,9009
Real Estate,Entry,Master's Degree,9435
Legal,Senior,High School,3262
Legal,Senior,Master's Degree,7227
Energy,Entry,Bachelor's Degree,7404
Agriculture,Senior,Bachelor's Degree,5856
Real Estate,Mid,Master's Degree,9436
Mining,Mid,Master's Degree,8576
Construction,Mid,Master's Degree,8467
Finance,Mid,Master's Degree,9224
Transportation,Entry,High School,3769
Manufacturing,Mid,Associate Degree,4824
Transportation,Entry,High School,4800
Engineering,Mid,Master's Degree,6898
Engineering,Senior,Associate Degree,4268
Manufacturing,Mid,High School,3666
Real Estate,Entry,Bachelor's Degree,5752
Energy,Mid,PhD,10052
Legal,Entry,Associate Degree,4546
Finance,Senior,Bachelor's Degree,5778
Technology,Mid,Associate Degree,5276
Defense,Entry,Bachelor's Degree,6070
Government,Entry,High School,3903
Government,Senior,Bachelor's Degree,6291
Defense,Senior,High School,4558
Transportation,Mid,Associate Degree,3886
Finance,Senior,High School,3996
Defense,Entry,Bachelor's Degree,7023
Government,Entry,Associate Degree,4828
Construction,Entry,Bachelor's Degree,7706
Construction,Mid,Associate Degree,3816
Mining,Senior,Bachelor's Degree,5372
Finance,Mid,Master's Degree,8286
Logistics,Entry,High School,3303
Transportation,Senior,Master's Degree,7342
Real Estate,Entry,Associate Degree,4499
Mining,Mid,Master's Degree,8744
Agriculture,Mid,Associate Degree,4143
Finance,Entry,Master's Degree,8423
Fishing,Mid,Associate Degree,4879
Transportation,Entry,Master's Degree,8819
Mining,Senior,Associate Degree,5224
Transportation,Senior,Associate Degree,4677
Media,Entry,Bachelor's Degree,7037
Fishing,Senior,Bachelor's Degree,8000
Fishing,Entry,Master's Degree,8737
Healthcare,Entry,Bachelor's Degree,6102
Manufacturing,Mid,Master's Degree,6966
Real Estate,Entry,Master's Degree,8650
Transportation,Mid,Bachelor's Degree,7861
Defense,Mid,Master's Degree,8272
Agriculture,Mid,Associate Degree,4016
Retail,Senior,Associate Degree,4646
Logistics,Mid,Master's Degree,8513
Agriculture,Mid,High School,4317
Logistics,Entry,Master's Degree,7096
Technology,Senior,Associate Degree,5006
Education,Entry,Associate Degree,5437
Defense,Entry,High School,4357
Education,Entry,High School,4048
Education,Entry,Bachelor's Degree,5730
Fishing,Senior,PhD,11508
Real Estate,Entry,High School,3952
Education,Mid,Associate Degree,4474
Manufacturing,Senior,Master's Degree,9523
Technology,Mid,Bachelor's Degree,7340
Healthcare,Mid,High School,4536
Forestry,Mid,Master's Degree,8481
Construction,Entry,Master's Degree,8603
Legal,Mid,Bachelor's Degree,5568
Manufacturing,Senior,Associate Degree,4446
Defense,Senior,High School,4761
Healthcare,Mid,High School,4601
Real Estate,Mid,Master's Degree,7729
Transportation,Senior,Master's Degree,9190
Education,Entry,Bachelor's Degree,6301
Education,Senior,Bachelor's Degree,5948
Energy,Mid,High School,3975
Engineering,Senior,Associate Degree,4503
Energy,Mid,Bachelor's Degree,7796
Technology,Senior,Bachelor's Degree,7235
Fishing,Mid,High School,4749
Forestry,Entry,High School,3383
Retail,Mid,High School,4100
Education,Senior,Bachelor's Degree,6177
Engineering,Entry,Associate Degree,5024
Real Estate,Senior,Bachelor's Degree,7362
Retail,Entry,PhD,9024
Energy,Mid,Master's Degree,8530
Healthcare,Entry,Associate Degree,4387
Transportation,Mid,Bachelor's Degree,7662
Logistics,Senior,Master's Degree,7531
Engineering,Senior,Bachelor's Degree,7826
Forestry,Mid,Associate Degree,4187
Education,Entry,High School,4796
Healthcare,Senior,High School,3948
Manufacturing,Entry,High School,3474
Media,Entry,Master's Degree,9093
Construction,Mid,Master's Degree,7971
Energy,Entry,Associate Degree,3855
Legal,Mid,Associate Degree,3989
Finance,Entry,Bachelor's Degree,7014
Manufacturing,Entry,Bachelor's Degree,6653
Media,Entry,Master's Degree,7849
Healthcare,Mid,Bachelor's Degree,6349
Fishing,Entry,Associate Degree,4427
Real Estate,Mid,High School,4266
Engineering,Mid,Bachelor's Degree,7960
Healthcare,Mid,Bachelor's Degree,7513
Media,Entry,Associate Degree,5451
Logistics,Entry,PhD,10697
Media,Mid,Associate Degree,5239
Logistics,Mid,Bachelor's Degree,6249
Transportation,Mid,Master's Degree,9490
Fishing,Entry,Associate Degree,5292
Education,Mid,Master's Degree,6562
Fishing,Entry,Associate Degree,4554
Government,Mid,Bachelor's Degree,7174
Forestry,Entry,Master's Degree,7321
Engineering,Entry,Bachelor's Degree,7617
Retail,Entry,Bachelor's Degree,8020
Real Estate,Entry,Associate Degree,4727
Defense,Mid,Associate Degree,4964
Government,Entry,Associate Degree,5459
Government,Entry,Master's Degree,7594
Real Estate,Entry,Master's Degree,9488
Education,Entry,Master's Degree,6484
Education,Mid,Master's Degree,9044
Mining,Entry,Bachelor's Degree,5510
Media,Mid,Master's Degree,8848
Logistics,Entry,Master's Degree,7004
Energy,Entry,Bachelor's Degree,7222
Forestry,Mid,High School,4035
Construction,Entry,PhD,9180
Logistics,Entry,Master's Degree,7780
Engineering,Mid,Associate Degree,4188
Engineering,Entry,High School,4396
Technology,Entry,Bachelor's Degree,5974
Media,Entry,Bachelor's Degree,7187
Finance,Mid,Associate Degree,4481
Retail,Mid,Master's Degree,9327
Legal,Senior,Bachelor's Degree,5391
Defense,Mid,Bachelor's Degree,6460
Technology,Senior,Master's Degree,6482
Media,Entry,PhD,8822
Energy,Entry,Master's Degree,8385
Fishing,Entry,Associate Degree,4545
Retail,Mid,Associate Degree,5338
Construction,Senior,High School,3635
Government,Entry,Bachelor's Degree,6672
Engineering,Entry,Bachelor's Degree,7100
Technology,Senior,Associate Degree,5214
Education,Entry,High School,4099
Retail,Entry,Master's Degree,7511
Healthcare,Senior,Associate Degree,3894
Education,Senior,Master's Degree,9530
Real Estate,Entry,Associate Degree,5433
Energy,Senior,High School,4133
Healthcare,Entry,Associate Degree,4712
Mining,Senior,High School,4323
Technology,Mid,Associate Degree,4297
Engineering,Entry,Associate Degree,5097
Energy,Mid,Associate Degree,4982
Manufacturing,Mid,Associate Degree,3836
Technology,Mid,Associate Degree,4283
Agriculture,Mid,Bachelor's Degree,7559
Healthcare,Senior,Associate Degree,5516
Technology,Senior,Master's Degree,9261
Finance,Senior,Master's Degree,8324
Energy,Entry,High School,3479
Government,Entry,Associate Degree,4708
Education,Senior,Associate Degree,5578
Defense,Entry,Associate Degree,4152
Manufacturing,Senior,Master's Degree,7598
Logistics,Mid,High School,3547
Education,Mid,Associate Degree,4220
Fishing,Entry,Associate Degree,4490
Education,Entry,Bachelor's Degree,5994
Agriculture,Entry,High School,3811
Transportation,Mid,High School,3902
Technology,Entry,Bachelor's Degree,6304
Education,Entry,Associate Degree,5015
Education,Entry,High School,3378
Healthcare,Senior,Associate Degree,4381
Energy,Entry,High School,4262
Finance,Senior,Bachelor's Degree,7287
Fishing,Entry,Bachelor's Degree,7009
Logistics,Mid,PhD,8035
Agriculture,Entry,Associate Degree,5574
Logistics,Entry,Associate Degree,4499
Manufacturing,Entry,Master's Degree,6379
Defense,Entry,Bachelor's Degree,5467
Healthcare,Entry,High School,4802
Fishing,Senior,Associate Degree,5044
Legal,Entry,Associate Degree,5031
Technology,Senior,High School,4611
Forestry,Mid,Associate Degree,4439
Real Estate,Senior,Associate Degree,3923
Retail,Mid,Associate Degree,4408
Agriculture,Senior,Master's Degree,6488
